airport_id,date_visited,callsign,notes
BAF,9/20/2020,N88TS,XC. Larry Williamson Flight Review second leg.
CDW,9/20/2020,N88TS,XC. Larry Williamson Flight Review second leg.
ITH,9/19/2020,N490SP,"XC. Home from Finger Lakes, Ithaca."
4N1,9/19/2020,N490SP,"XC. Home from Finger Lakes, Ithaca."
ISP,9/13/2020,N6371J,IFP. Home from Islip.
4N1,9/13/2020,N6371J,IFP. Home from Islip.
BID,9/13/2020,N6371J,Return from Block to Islip.  IFP.  Actual.  RNAV15R.
FWN,9/12/2020,N6371J,"Sussex, Ocean County, home to 4N1."
4N1,9/12/2020,N6371J,"Sussex, Ocean County, home to 4N1."
MJX,9/12/2020,N6371J,"Sussex, Ocean County, home to 4N1."
MGJ,9/12/2020,N6371J,Instrument approaches with Mike Steinhardt.
4N1,9/11/2020,N490SP,Jeppesen Lesson 1 for Bharat Rana.
ABE,9/11/2020,N490SP,"Lesson 18 with Dr Sheldon T.  4 towered night landings, 1 @ 4N1.  Night XC."
4N1,9/9/2020,N490SP,Night lesson 16 with Dr. Sheldon
4N1,9/8/2020,N9563A,Night. Lesson 16 with Joe D'Leia.
MGJ,9/8/2020,N9563A,Night. Lesson 16 with Joe D'Leia.
4N1,9/7/2020,N9563A,"Lesson 16 with Ryan Nguyen. Night. 2 night towered landings at KSWF, 3@KMGJ, 1@ 4N1."
MGJ,9/7/2020,N9563A,"Lesson 16 with Ryan Nguyen. Night. 2 night towered landings at KSWF, 3@KMGJ, 1@ 4N1."
SWF,9/7/2020,N9563A,"Lesson 16 with Ryan Nguyen. Night. 2 night towered landings at KSWF, 3@KMGJ, 1@ 4N1."
GON,9/7/2020,N6371J,From Groton to 4N1.  XC.Solo.
4N1,9/6/2020,N476SP,First lesson for Alin Florea.
ABE,9/6/2020,N9563A,Lesson 18 XC night with Ryan Nguyen.  1 towered landing at KABE and 3 at 4N1.
47N,9/6/2020,N6371J,Dinner flight dual instrument training.  RNAV06 circle to land.
MGJ,9/6/2020,N490SP,Instrument training with Brian Kindergan.
FWN,9/6/2020,N490SP,Instrument training with Brian Kindergan.
CAK,9/5/2020,N476SP,Solo XC from Akron Ohio to 4N1.
4N1,9/5/2020,N476SP,Solo XC from Akron Ohio to 4N1.
DNV,9/4/2020,N476SP,"Danville to Akron-Canton, Ohio.  XC. Solo. Night landing at KCAK."
CAK,9/4/2020,N476SP,"Danville to Akron-Canton, Ohio.  XC. Solo. Night landing at KCAK."
RAW,9/4/2020,N476SP,"Warsaw to Danville, Illinois.  XC Solo."
RVS,9/4/2020,N476SP,Tulsa to Warsaw Municipal
BVO,9/4/2020,N476SP,Tulsa to Warsaw Municipal
CNU,9/4/2020,N476SP,Tulsa to Warsaw Municipal
4N1,9/2/2020,N316AS,Pattern and first flight with Paul.
4N1,9/1/2020,N9563A,"Night local lesson with Moshe A.  Hood time, unusual attitudes, steep turns. 0.4 instrument given.  7 night landings 5@KMGJ and 2@4N1."
MGJ,9/1/2020,N9563A,"Night local lesson with Moshe A.  Hood time, unusual attitudes, steep turns. 0.4 instrument given.  7 night landings 5@KMGJ and 2@4N1."
39N,8/30/2020,N6371J,Home from Princeton. Night. VFR flight following.
4N1,8/30/2020,N6371J,Home from Princeton. Night. VFR flight following.
CXY,8/30/2020,N6371J,IFP. XC. Actual.  PA to Princeton.
4N1,8/28/2020,N54390,Solo. ADSB check for tail beacon on a 1974 Archer
ISP,8/23/2020,N6371J,IFP.  XC. Solo.  Night.  Home to 4N1.
4N1,8/23/2020,N6371J,IFP.  XC. Solo.  Night.  Home to 4N1.
MVY,8/23/2020,N6371J,IFP. XC. Actual.  ILS24 into KISP.
4N1,8/20/2020,N490SP,"Night XC with Matt Grant.  3 night towered landings, 1 at 4N1."
ABE,8/20/2020,N490SP,"Night XC with Matt Grant.  3 night towered landings, 1 at 4N1."
4N1,8/19/2020,N316AS,XC Night. Commercial lesson 34 with Tim Torchia.
ABE,8/19/2020,N316AS,XC Night. Commercial lesson 34 with Tim Torchia.
BHB,8/19/2020,N6371J,XC solo. Home from Bar Harbor. IFP. RNAV24 @4N1 circle for traffic.
EPM,8/17/2020,N6371J,Back to BHB with Bill and Jodi. IFP.
BHB,8/17/2020,N6371J,Back to BHB with Bill and Jodi. IFP.
4N1,8/15/2020,N6371J,IFP. XC Solo from 4N1 to Bar Harbor.
BHB,8/15/2020,N6371J,IFP. XC Solo from 4N1 to Bar Harbor.
GDM,8/15/2020,N6371J,IFP. XC Solo from 4N1 to Bar Harbor.
4N1,8/14/2020,N316AS,Night commercial lesson with Thomas.  7 night landings at Stewart and 1 night landing at 4N1.
SWF,8/14/2020,N316AS,Night commercial lesson with Thomas.  7 night landings at Stewart and 1 night landing at 4N1.
4N1,8/13/2020,N316AS,Commercial lesson 33 with Tim Torchia.  Night: w towered landings at KSWF and 1 at 4N1.
SWF,8/13/2020,N316AS,Commercial lesson 33 with Tim Torchia.  Night: w towered landings at KSWF and 1 at 4N1.
BAF,8/11/2020,N6371J,Westfield Barnes to 4N1.  IFP. XC. Actual.  Go around at 4N1.
4N1,8/11/2020,N6371J,Westfield Barnes to 4N1.  IFP. XC. Actual.  Go around at 4N1.
HFD,8/11/2020,N6371J,Westfield Barnes to 4N1.  IFP. XC. Actual.  Go around at 4N1.
BHB,8/11/2020,N6371J,Bar Harbor to Westfield Barnes.   ILS20 at KBAF.  IFP w/actual.
FVE,8/8/2020,N6371J,Frenchville to Bar Harbor. VFR direct.
BHB,8/8/2020,N6371J,Frenchville to Bar Harbor. VFR direct.
PWM,8/8/2020,N6371J,"Frenchville, ME.  Northern most airport on the eastern seaboard."
4N1,8/5/2020,N6371J,To Portland Maine.  IFP.  Actual.
PWM,8/5/2020,N6371J,To Portland Maine.  IFP.  Actual.
GDM,8/5/2020,N6371J,To Portland Maine.  IFP.  Actual.
WWD,8/3/2020,N6371J,Solo. XC. Home from Cape May. IFP. Actual.
4N1,8/3/2020,N6371J,Solo. XC. Home from Cape May. IFP. Actual.
N85,8/1/2020,N6371J,Home from Alexandria via Skyline route.
4N1,8/1/2020,N6371J,Home from Alexandria via Skyline route.
ALB,8/1/2020,N6371J,XC Solo.  Back from Albany.
4N1,7/31/2020,N657SP,Night local lesson 16 for Matt Grant.  KSWF 5 night landings and 1 night landing at 4N1.
SWF,7/31/2020,N657SP,Night local lesson 16 for Matt Grant.  KSWF 5 night landings and 1 night landing at 4N1.
N85,7/31/2020,N6371J,Solo to Alexandria.
4N1,7/30/2020,N6371J,Flying with Andres
FWN,7/30/2020,N6371J,Flying with Andres.
4N1,7/29/2020,N490SP,Night flight with Dr. Sheldon.  T/Os landings.
MGJ,7/29/2020,N490SP,Night flight with Dr. Sheldon.  T/Os landings.
N72,7/29/2020,N6371J,"Short field landing, RNAV24. Stephanie Watson, CFII."
06N,7/29/2020,N316AS,G1000 final checkout for Charles R.  0.6 sim inst. given.  RNAV 24 and 06 circle to land 24.
4N1,7/26/2020,N657SP,Pattern and cross wind work with Stephanie Watson.  Track log started late.
4N1,7/25/2020,N54390,ADSB check and part of PA28 checkout flight with Stephanie. Alternator failure.
4N1,7/24/2020,N316AS,"G1000 checkout for CPL Bill.  SWF Landing, pattern at 4N1.  Stalls.  Flight plan and autopilot. RNAV24 & 0.3 sim inst given."
SWF,7/24/2020,N316AS,"G1000 checkout for CPL Bill.  SWF Landing, pattern at 4N1.  Stalls.  Flight plan and autopilot. RNAV24 & 0.3 sim inst given."
4N1,7/23/2020,N316AS,One lap in the pattern with Nick A.  WX awareness.
4N1,7/21/2020,N490SP,CFI flight with Stephanie.
FWN,7/21/2020,N490SP,CFI flight with Stephanie.
06N,7/21/2020,N490SP,CFI flight with Stephanie.
4N1,7/19/2020,N316AS,"141 Checkpilot Checkride.  4 approaches, 3 holds.  W/ Chief Pilot Rich Mardarello."
MGJ,7/19/2020,N316AS,"141 Checkpilot Checkride.  4 approaches, 3 holds.  W/ Chief Pilot Rich Mardarello."
06N,7/19/2020,N316AS,"141 Checkpilot Checkride.  4 approaches, 3 holds.  W/ Chief Pilot Rich Mardarello."
MSV,7/19/2020,N490SP,Lesson with Gus.  Pattern. VOR.  GPS.
4N1,7/18/2020,N657SP,Local night flight with Mike UK.  0.3 sim instrument given.
4N1,7/14/2020,N6371J,Kuhn family Ringwood tour.
4N1,7/13/2020,N316AS,IFP to KOXC and back.  G1000 checkout with Charles R.  Hold at WAMUV.  ILS36 at KOXC.  RNAV24 at 4N1.
OXC,7/13/2020,N316AS,IFP to KOXC and back.  G1000 checkout with Charles R.  Hold at WAMUV.  ILS36 at KOXC.  RNAV24 at 4N1.
ISP,7/12/2020,N6371J,Solo. XC. Home from Islip with FF.
4N1,7/12/2020,N6371J,Solo. XC. Home from Islip with FF.
BID,7/12/2020,N6371J,Peter and Lisa back from Block.
MGJ,7/12/2020,N316AS,Pattern work at KMGJ with Nick A.
4N1,7/11/2020,N316AS,IFP. Actual and Sim Inst.  ILS27 at KSWF (actual). RNAV24 at 4N1 (sim for Mike).  2.0 instrument given.
FWN,7/9/2020,N6371J,Sussex to High Point for VOR check.  Then direct 4N1. Solo.
4N1,7/9/2020,N6371J,Sussex to High Point for VOR check.  Then direct 4N1. Solo.
4N1,7/6/2020,N316AS,Two short intros with another second intro. Nick's nieces.
4N1,7/5/2020,N9563A,Ricardo. Lesson 18. Night. XC. Unusual att.  0.4 sim instrument given. 5 towered landings. 1 landing at 4N1.
ABE,7/5/2020,N9563A,Ricardo. Lesson 18. Night. XC. Unusual att.  0.4 sim instrument given. 5 towered landings. 1 landing at 4N1.
BID,7/4/2020,N6371J,IFP. Night XC. Actual. T/O into 500 ft layer and lousy for 0.4.
4N1,7/4/2020,N6371J,IFP. Night XC. Actual. T/O into 500 ft layer and lousy for 0.4.
HFD,7/4/2020,N6371J,4th of July on Block Island.  IFP.  Actual. XC.
GON,7/4/2020,N6371J,4th of July on Block Island.  IFP.  Actual. XC.
4N1,7/3/2020,N316AS,Checkout on G1000 for John P.
ABE,7/3/2020,N316AS,Nick A. XC to KABE for flight review.  T/Os and landings.
MGJ,7/3/2020,N9563A,Gus.  Pattern work at KMGJ.
4N1,7/2/2020,N9563A,Checkride prep lesson with Ryan.
4N1,6/28/2020,N9563A,Pattern work.  Short & soft field.
FWN,6/28/2020,N6371J,"HUO VOR check at monument, KFWN to 4N1."
4N1,6/26/2020,N316AS,Part 2 of Nick A's flight review.  Stalls. Emergency procedures. Short/soft takeoffs and landings.
MGJ,6/26/2020,N316AS,Part 2 of Nick A's flight review.  Stalls. Emergency procedures. Short/soft takeoffs and landings.
CDW,6/25/2020,N6371J,Pick up 71J from C&W.  Test Aspen MFD and GDL69 w/XM WX.
4N1,6/25/2020,N6371J,Pick up 71J from C&W.  Test Aspen MFD and GDL69 w/XM WX.
4N1,6/21/2020,N657SP,Pattern work with Gus.
4N1,6/20/2020,N657SP,James.  Pattern work. Pre-solo lesson.
MGJ,6/20/2020,N657SP,James.  Pattern work. Pre-solo lesson.
POU,6/20/2020,N316AS,lesson for Sabin.  ILS06 at KPOU.  Hold at IGN and RNAV 06 and 24 at 4N1.
N79,6/17/2020,N316AS,IFP.  Final leg of the trip with Tim Torchia.  1.0 sim instrument given.
4N1,6/17/2020,N316AS,IFP.  Final leg of the trip with Tim Torchia.  1.0 sim instrument given.
I23,6/17/2020,N316AS,IFP. XC. Tim Torchia.  3.2 sim instrument.  VOR08.
LOU,6/17/2020,N316AS,IFP. XC. Tim Torchia.  NDB 23 approach. Procedure turn and circle to rwy05.
BBG,6/16/2020,N316AS,Branson to Louisville with Tom Torchia.  2hours of Sim given.  IFP.
LOU,6/16/2020,N316AS,Branson to Louisville with Tom Torchia.  2hours of Sim given.  IFP.
RVS,6/16/2020,N316AS,"RNAV 14. Procedure turn and hold. IFP. Branson, MI. XC."
OKM,6/16/2020,N316AS,G1000 C172 plane checkout. To OKM VOR.
CGI,6/15/2020,N6336V,"To KRVS final leg to drop of N6336V at Christiansen Aviation.  Tulsa, OK."
RVS,6/15/2020,N6336V,"To KRVS final leg to drop of N6336V at Christiansen Aviation.  Tulsa, OK."
LOU,6/15/2020,N6336V,IFP. IMC. XC. Loc 10.  Tim Torchia.
CKB,6/15/2020,N6336V,"IFP with Tim Torchia.  Visual to rwy 06.  Bowman Field, Louisville, KY."
4N1,6/15/2020,N6336V,IFP with Tim Torchia.  VOR A RWY 03.
MRB,6/15/2020,N6336V,IFP with Tim Torchia.  VOR A RWY 03.
4N1,6/14/2020,N657SP,Intro flight for Daniella.
HVN,6/14/2020,N6336V,Simulated instrument flight for Sabin.  ILS02 at KHVN.
4N1,6/13/2020,N54390,ADSB check - 3A failure.  Alternator failure.
4N1,6/10/2020,N6371J,Drop off 71J at C&W
CDW,6/10/2020,N6371J,Drop off 71J at C&W
OXB,6/7/2020,N6371J,VFR flight following from Ocean City to home.  Bravo clearance from RBV.  Night.
4N1,6/7/2020,N6371J,VFR flight following from Ocean City to home.  Bravo clearance from RBV.  Night.
4N1,6/6/2020,N657SP,Flight lesson with Gus.  Pattern work at 4N1.
ISP,6/2/2020,N6371J,Home from dropping off Peter. XC. Night. Solo.
4N1,6/2/2020,N6371J,Home from dropping off Peter. XC. Night. Solo.
BID,6/2/2020,N6371J,Block Island to Islip to drop off Peter.
26N,5/30/2020,N6371J,Ocean city to home. IFP.  0.3 night. XC.  Night landing at 4N1.
4N1,5/30/2020,N6371J,Ocean city to home. IFP.  0.3 night. XC.  Night landing at 4N1.
MGJ,5/30/2020,N6371J,Orange County to Ocean City via skyline route.
4N1,5/26/2020,N9563A,"Commercial flight with Tim Torchia.  4 towered night landings, steep turns, slow flight, 1 night landing at 4N1."
SWF,5/26/2020,N9563A,"Commercial flight with Tim Torchia.  4 towered night landings, steep turns, slow flight, 1 night landing at 4N1."
4N1,5/25/2020,N6371J,Quick Flight with Will.
GON,5/25/2020,N6371J,KGON home.  IMC. XC. Solo.  RNAV24 at 4N1in actual.
4N1,5/24/2020,N490SP,Flight review for Ilan Danieli.
FWN,5/24/2020,N490SP,Flight review for Ilan Danieli.
SWF,5/24/2020,N490SP,Flight review for Ilan Danieli.
GON,5/24/2020,N6371J,To Brian's overnight.  XC. Solo. IFR Plan.
MGJ,5/22/2020,N6371J,Return from annual inspection.
4N1,5/22/2020,N6371J,Return from annual inspection.
4N1,5/20/2020,N657SP,Commercial lesson for Sabin.  Full Checkride prep.
4N1,5/18/2020,N657SP,"Commercial lesson with Patrick.  Lazy 8s, chandelles, power off 180s."
FWN,5/18/2020,N657SP,"Commercial lesson with Patrick.  Lazy 8s, chandelles, power off 180s."
06N,5/18/2020,N657SP,"Commercial lesson with Patrick.  Lazy 8s, chandelles, power off 180s."
4N1,5/17/2020,N6336V,172RG. Complex. Dual. IFR. 2 approaches for currency.
ALB,5/17/2020,N6336V,172RG. Complex. Dual. IFR. 2 approaches for currency.
4N1,5/16/2020,N9563A,"Lesson with Gil.  Power off stall, steep turns, t/o, Lndg at 4N1."
4N1,5/13/2020,N9563A,Commercial check ride prep with Zabin
4N1,5/3/2020,N9563A,Commercial Night XC 100+ for Patrick.  61.129.3.4.
PVD,5/3/2020,N9563A,Commercial Night XC 100+ for Patrick.  61.129.3.4.
4N1,4/28/2020,N6371J,To Trenton for Blue Angles and Thunderbirds.
TTN,4/28/2020,N6371J,To Trenton for Blue Angles and Thunderbirds.
MGJ,4/28/2020,N490SP,"Commercial lesson with Patrick.  10 night towered landings at Stewart, one day landing Orange County, 1 night landing at 4N1.  Stalls, steep turns."
SWF,4/28/2020,N490SP,"Commercial lesson with Patrick.  10 night towered landings at Stewart, one day landing Orange County, 1 night landing at 4N1.  Stalls, steep turns."
4N1,4/25/2020,N9563A,"Lesson with Jessica M.  Take offs, landings, steep turns, stalls."
MGJ,4/25/2020,N9563A,"Lesson with Jessica M.  Take offs, landings, steep turns, stalls."
LGA,4/19/2020,N6371J,"LaGuardia to 4N1, over TEB the sim instrument to WAMUV, hold, RNAV24."
4N1,4/19/2020,N6371J,"LaGuardia to 4N1, over TEB the sim instrument to WAMUV, hold, RNAV24."
TEB,4/19/2020,N6371J,"LaGuardia to 4N1, over TEB the sim instrument to WAMUV, hold, RNAV24."
EWR,4/19/2020,N6371J,Newark Liberty to LaGuardia via JFK.
JFK,4/19/2020,N6371J,Newark Liberty to LaGuardia via JFK.
MGJ,4/17/2020,N6371J,Solo home from Orange County.
4N1,4/17/2020,N6371J,Solo home from Orange County.
4N1,4/14/2020,N6371J,Solo XC to Kingston.  Flew the RNAV33.
20N,4/14/2020,N6371J,Solo XC to Kingston.  Flew the RNAV33.
4N1,4/7/2020,N6371J,XC solo trip to Kingston and back.  One additional T/O and landing at 4N1.
20N,4/7/2020,N6371J,XC solo trip to Kingston and back.  One additional T/O and landing at 4N1.
MGJ,4/1/2020,N6371J,Picked up Terry and flew home to 4N1.
4N1,4/1/2020,N6371J,Picked up Terry and flew home to 4N1.
4N1,3/27/2020,N490SP,Solo.  ADSB check.  VOR check at high point.
MGJ,3/26/2020,N6371J,"Chandelles, lazy 8s, power off precision landing at Randall, VOR 1&2 check over high point @3000, zero error."
4N1,3/26/2020,N6371J,"Chandelles, lazy 8s, power off precision landing at Randall, VOR 1&2 check over high point @3000, zero error."
06N,3/26/2020,N6371J,"Chandelles, lazy 8s, power off precision landing at Randall, VOR 1&2 check over high point @3000, zero error."
FWN,3/26/2020,N6371J,"Chandelles, lazy 8s, power off precision landing at Randall, VOR 1&2 check over high point @3000, zero error."
4N1,3/22/2020,N490SP,"Lesson w/ Casper.  Lesson 4.  Stalls, emergency decent, emergency landings, steep turns, growing reference maneuvers: rectangles, s-turns, around a point. T/Os & Landings."
MGJ,3/22/2020,N490SP,Lesson Kim Mahoney.  T/Os and Landings with hood time.  VOR NAV.
MVY,3/18/2020,N6371J,Home from Martha's Vinyard.  XCounty VFR.
4N1,3/18/2020,N6371J,Home from Martha's Vinyard.  XCounty VFR.
4N1,3/15/2020,N9563A,Commercial lesson 10 take offs and landing
SWF,3/15/2020,N9563A,Commercial lesson 10 take offs and landing
4N1,3/11/2020,N490SP,Lesson with Jordan Cook.  Pattern work.
4N1,3/8/2020,N9563A,Night XC with Charles.  Pattern @ Groton and RNAV24 @4N1.
GON,3/8/2020,N9563A,Night XC with Charles.  Pattern @ Groton and RNAV24 @4N1.
ACY,3/1/2020,N6371J,Home from boat show. Skyline Route.  KMGJ ILS04. 4N1 RNAV24.  Night XC.
4N1,3/1/2020,N6371J,Home from boat show. Skyline Route.  KMGJ ILS04. 4N1 RNAV24.  Night XC.
MGJ,3/1/2020,N6371J,Home from boat show. Skyline Route.  KMGJ ILS04. 4N1 RNAV24.  Night XC.
4N1,2/23/2020,N657SP,"Lesson with Jordan Cook.  Power off 180s, emergency descents, slips, Dutch rolls, t/os, landings."
06N,2/23/2020,N657SP,"Lesson with Jordan Cook.  Power off 180s, emergency descents, slips, Dutch rolls, t/os, landings."
MGJ,2/23/2020,N657SP,"Lesson with Jordan Cook.  Power off 180s, emergency descents, slips, Dutch rolls, t/os, landings."
HPN,2/23/2020,N88TS,AuxAir Flight home from Westchester County (KHPN) with Larry Williamson.
CDW,2/23/2020,N88TS,AuxAir Flight home from Westchester County (KHPN) with Larry Williamson.
OXC,2/22/2020,N657SP,Flight home with Andres and Student Nick.  Night. XC. Flight following.  30kt Headwind at 4500ft.
4N1,2/22/2020,N657SP,Flight home with Andres and Student Nick.  Night. XC. Flight following.  30kt Headwind at 4500ft.
4N1,2/21/2020,N6371J,Drop off terry at Sussex.  Fly the approach home.  Night.
FWN,2/21/2020,N6371J,Drop off terry at Sussex.  Fly the approach home.  Night.
4N1,2/20/2020,N490SP,ADSB test flight... pass.
FWN,2/20/2020,N490SP,Back from KFWN with Terry Devlin.
4N1,2/17/2020,N490SP,Lesson with Tom Triolo.  Pattern work. Go around.
FOK,2/17/2020,N543FL,AuxAir.  KFOK to 4N1 with Ted Piltzinger.
4N1,2/16/2020,N6336V,RG flight with Will.  Complex time.
4N1,2/15/2020,N490SP,"Lesson with Jordan.  Local landings, go around."
4N1,2/12/2020,N657SP,"Lesson J. Cook. Stalls, VOR Nav, T/Os, landings, steep turns, go around."
MGJ,2/12/2020,N657SP,"Lesson J. Cook. Stalls, VOR Nav, T/Os, landings, steep turns, go around."
CDW,2/5/2020,N6371J,"VOR check, PIREP, and home to 4N1 from C&W."
4N1,2/5/2020,N6371J,"VOR check, PIREP, and home to 4N1 from C&W."
4N1,2/3/2020,N657SP,"Stalls, ground reference maneuvers, tos and landings.  1 at night."
4N1,2/2/2020,N657SP,"Pattern work with Jordan Cook.  TOs, landings, go arounds."
4N1,1/31/2020,N490SP,"ADSB check, Jordan Cook, VOR and gps nav."
ACY,1/31/2020,N6371J,Home from Techspo with Chris Acosta.
4N1,1/29/2020,N6371J,Techspo with Chris Acosta.  Flew the ILS 31 approach. IFR plan.
ACY,1/29/2020,N6371J,Techspo with Chris Acosta.  Flew the ILS 31 approach. IFR plan.
4N1,1/24/2020,N657SP,One circuit around the pattern and flat nose tire on landing.
4N1,1/23/2020,N3565M,High Performance Check-out.  Kyle as safety pilot.
MGJ,1/23/2020,N3565M,High Performance Check-out.  Kyle as safety pilot.
DXR,1/22/2020,N6371J,Flight home from DXR.  KMGJ for approach practice and night currency.  VOR check over 06N.
4N1,1/22/2020,N6371J,Flight home from DXR.  KMGJ for approach practice and night currency.  VOR check over 06N.
MGJ,1/22/2020,N6371J,Flight home from DXR.  KMGJ for approach practice and night currency.  VOR check over 06N.
4N1,1/20/2020,N6336V,141 check out for instrument and commercial.   Complex endorsement checkout.
1B1,1/20/2020,N490SP,From 1B1 for Sabin's x-country time
4N1,1/18/2020,N490SP,Pattern work with Tom T.
4N1,1/15/2020,N657SP,Pattern work.  Jordan cook.
4N1,1/11/2020,N657SP,Lesson #8 for Tom Triolo.
MGJ,1/11/2020,N657SP,Lesson #8 for Tom Triolo.
4N1,1/9/2020,N490SP,ADSB success!
4N1,1/7/2020,N490SP,490SP - ADSB Checkride... again.
4N1,1/2/2020,N490SP,ADSB test.
ISP,12/29/2019,N6371J,Flight home from Islip and AUX Air mission.
4N1,12/29/2019,N6371J,Flight home from Islip and AUX Air mission.
N07,12/29/2019,N6371J,"Flight with AuxAir Crew member, P. Stuffer."
OXC,12/28/2019,N6371J,From dinner at 121.
4N1,12/28/2019,N6371J,From dinner at 121.
CDW,12/23/2019,N6371J,
4N1,12/23/2019,N6371J,
4N1,12/22/2019,N657SP,"Aaron's towered night, 10 landings for CPL Checkride."
SWF,12/22/2019,N657SP,"Aaron's towered night, 10 landings for CPL Checkride."
4N1,12/21/2019,N9563A,Jordan Cook.  Pattern work.
FWN,12/20/2019,N6371J,Night currency and home from Sussex.
4N1,12/20/2019,N6371J,Night currency and home from Sussex.
CDW,12/20/2019,N6371J,Test flight with new Aspens.  VOR check.  Fuel at Sussex.
4N1,12/12/2019,N6371J,71J to C&W for seat belts and Aspen Pro Max upgrade.
CDW,12/12/2019,N6371J,71J to C&W for seat belts and Aspen Pro Max upgrade.
4N1,12/7/2019,N490SP,Lesson Jordyn Cook.  Xwind takeoffs and landings.
MGJ,12/7/2019,N490SP,Lesson Kim Mahoney.  Take offs.  Landings. Crosswinds.
4N1,11/30/2019,N9563A,"Lesson Jordan Cook.  TO, landings, gps nav.  0.6 ground."
MGJ,11/30/2019,N9563A,"Lesson Jordan Cook.  TO, landings, gps nav.  0.6 ground."
FWN,11/30/2019,N490SP,"Tom Triolo lesson.  Slips T/O, landings"
4N1,11/29/2019,N657SP,"Lesson w/ Kim Mahoney.  Stalls. 1.1 flight, 1.0 ground."
MGJ,11/29/2019,N6371J,***CFI-I Checkride with Peggy Neumann DPE#1720253
FWN,11/26/2019,N6371J,"VOR08 at Randall to missed.  RNAV24 at 4N1, hold at WAMUV.  Night landing at 4N1.  Checkride Prep."
4N1,11/26/2019,N6371J,"VOR08 at Randall to missed.  RNAV24 at 4N1, hold at WAMUV.  Night landing at 4N1.  Checkride Prep."
06N,11/26/2019,N6371J,"VOR08 at Randall to missed.  RNAV24 at 4N1, hold at WAMUV.  Night landing at 4N1.  Checkride Prep."
MMU,11/26/2019,N6371J,"KMMU - ILS23 to missed. KFWN - VOR-A, Hold at Sparta.  Night Landing at KFWN."
4N1,11/23/2019,N490SP,Pre -solo lesson.  Landings at Sussex and 4N1.
FWN,11/23/2019,N490SP,Pre -solo lesson.  Landings at Sussex and 4N1.
N07,11/17/2019,N6371J,Flight after lunch at N07.
4N1,11/17/2019,N6371J,Flight after lunch at N07.
N27,11/17/2019,N6371J,Flight with Glen and Marion from Bradford County to Lincoln Park.  GPS Direct.
4N1,11/15/2019,N6371J,Checkride Prep with Kyle.
MMU,11/15/2019,N6371J,Checkride Prep with Kyle.
FWN,11/15/2019,N6371J,Checkride Prep with Kyle.
4N1,11/4/2019,N6371J,
MMU,11/4/2019,N6371J,
FWN,11/4/2019,N6371J,
4N1,11/3/2019,N490SP,Intro flight for smoke stack guy from Lake Hopacong. iPad battery 0 @ 0.5.
MGJ,11/3/2019,N490SP,Lesson 3 for Kim Mahoney.
GON,11/3/2019,N6371J,Flight home w/ Marion.
4N1,11/2/2019,N6371J,Flight to Groton for Concert.
GON,11/2/2019,N6371J,Flight to Groton for Concert.
4N1,10/24/2019,N6371J,Flight to Ithaca with Marion.  IFP. Night. XC.
ITH,10/24/2019,N6371J,Flight to Ithaca with Marion.  IFP. Night. XC.
4N1,10/21/2019,N6371J,Solo. Local.  VOR check.  Flight after maintenance on mixture control.
4N1,10/15/2019,N6371J,Skyline route with Marion.
4N1,10/13/2019,N657SP,Lesson #1 for Kim Mahoney.
1B1,10/12/2019,N6371J,IFP home from 1B1.  Solo XC IMC.
4N1,10/12/2019,N6371J,IFP home from 1B1.  Solo XC IMC.
4N1,10/6/2019,N9563A,Lesson #2 with K. Frank.  Pattern work.
1B1,10/5/2019,N6371J,Flight home from 1B1.  XC. Solo.  Flight following. GPS direct.
4N1,10/5/2019,N6371J,Flight home from 1B1.  XC. Solo.  Flight following. GPS direct.
4N1,9/30/2019,N6371J,"II checkride preparation.  Kyle Botbyl, CFII 3820715 exp 10/19."
MMU,9/30/2019,N6371J,"II checkride preparation.  Kyle Botbyl, CFII 3820715 exp 10/19."
FWN,9/30/2019,N6371J,"II checkride preparation.  Kyle Botbyl, CFII 3820715 exp 10/19."
4N1,9/28/2019,N657SP,Lesson 1 with Kevin.
CDW,9/26/2019,N6371J,From KCDW to 4N1 with demo 430w.
4N1,9/26/2019,N6371J,From KCDW to 4N1 with demo 430w.
TTN,9/26/2019,N6371J,Flight from Trenton to Caldwell
4N1,9/22/2019,N490SP,Intro lesson for Darleen.
4N1,9/21/2019,N490SP,Into lesson for Kevin.
PNE,9/20/2019,N6371J,From NE philly to home.  XC. solo. Night.
4N1,9/20/2019,N6371J,From NE philly to home.  XC. solo. Night.
N07,9/16/2019,N6371J,Home from N07 after CGAUX meeting.  Solo.  Night T/O & Landing.
4N1,9/16/2019,N6371J,Home from N07 after CGAUX meeting.  Solo.  Night T/O & Landing.
ACY,9/16/2019,N6371J,"Back from KACY to N07 for CGAUX meeting,"
4N1,9/15/2019,N657SP,Lesson #1 for Marion Trosie.
ACY,9/15/2019,N6371J,4N1 to Lincoln Park to Atlantic City.
N07,9/15/2019,N6371J,4N1 to Lincoln Park to Atlantic City.
4N1,9/13/2019,N6371J,II Checkride prep with Kyle
MGJ,9/13/2019,N6371J,II Checkride prep with Kyle
06N,9/13/2019,N6371J,II Checkride prep with Kyle
FWN,9/13/2019,N6371J,II Checkride prep with Kyle
LCK,9/10/2019,N657SP,Last leg with N657SP. Solo. XC.
4N1,9/10/2019,N657SP,Last leg with N657SP. Solo. XC.
SLO,9/9/2019,N657SP,Salem to Rickenbacker.
