SITE_NO,airport_id,name,CITY,state,STATE_NAME,lat,long,latitude,longitude,ELEV,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,towered_status,airspace_b
17418,MOT,MINOT INTL,MINOT,ND,NORTH DAKOTA,48.25763888,-101.2780278,48.25763888,-101.2780278,1715.7,PU,PU,Towered,
17418.5,D06,MINTO MUNI,MINTO,ND,NORTH DAKOTA,48.29260277,-97.39402222,48.29260277,-97.39402222,820,PU,PU,Non-towered,
17421,HBC,MOHALL MUNI,MOHALL,ND,NORTH DAKOTA,48.76888527,-101.5376422,48.76888527,-101.5376422,1650.2,PU,PU,Non-towered,
17426,3P3,MOTT MUNI,MOTT,ND,NORTH DAKOTA,46.35916194,-102.3282442,46.35916194,-102.3282442,2413.9,PU,PU,Non-towered,
17428,5B5,NAPOLEON MUNI,NAPOLEON,ND,NORTH DAKOTA,46.49426069,-99.75871186,46.49426069,-99.75871186,1985,PU,PU,Non-towered,
17433,8J7,TOMLINSON FLD,NEW ROCKFORD,ND,NORTH DAKOTA,47.69638722,-99.13122861,47.69638722,-99.13122861,1533,PU,PU,Non-towered,
17433.7,05D,NEW TOWN MUNI,NEW TOWN,ND,NORTH DAKOTA,47.96785416,-102.4781164,47.96785416,-102.4781164,1924,PU,PU,Non-towered,
17434.3,4V4,NORTHWOOD MUNI/VINCE FLD,NORTHWOOD,ND,NORTH DAKOTA,47.7248875,-97.58981111,47.7248875,-97.58981111,1118.9,PU,PU,Non-towered,
17435.2,2D5,OAKES MUNI,OAKES,ND,NORTH DAKOTA,46.17329611,-98.08003861,46.17329611,-98.08003861,1334.9,PU,PU,Non-towered,
17439.11,64G,PAGE RGNL,PAGE,ND,NORTH DAKOTA,47.17019444,-97.48191666,47.17019444,-97.48191666,1218,PR,PU,Non-towered,
17441.6,Y37,PARK RIVER - W C SKJERVEN FLD,PARK RIVER,ND,NORTH DAKOTA,48.39408333,-97.78077,48.39408333,-97.78077,1104.1,PU,PU,Non-towered,
17443,Y74,PARSHALL-HANKINS,PARSHALL,ND,NORTH DAKOTA,47.93568472,-102.1421244,47.93568472,-102.1421244,2032.3,PU,PU,Non-towered,
17445,PMB,PEMBINA MUNI,PEMBINA,ND,NORTH DAKOTA,48.94241666,-97.24066666,48.94241666,-97.24066666,795.8,PU,PU,Non-towered,
17453.5,2H9,ROLETTE,ROLETTE,ND,NORTH DAKOTA,48.6668625,-99.85316111,48.6668625,-99.85316111,1623,PU,PU,Non-towered,
17454,06D,ROLLA MUNI/LEONARD KRECH FLD,ROLLA,ND,NORTH DAKOTA,48.88441722,-99.62092666,48.88441722,-99.62092666,1822.6,PU,PU,Non-towered,
17457,RUG,RUGBY MUNI,RUGBY,ND,NORTH DAKOTA,48.39036111,-100.0242778,48.39036111,-100.0242778,1549.2,PU,PU,Non-towered,
17457.6,4S5,ST THOMAS MUNI,ST THOMAS,ND,NORTH DAKOTA,48.6264375,-97.43905555,48.6264375,-97.43905555,839,PU,PU,Non-towered,
17463.01,08D,STANLEY MUNI,STANLEY,ND,NORTH DAKOTA,48.30138638,-102.4080603,48.30138638,-102.4080603,2249.6,PU,PU,Non-towered,
17468.6,D60,TIOGA MUNI,TIOGA,ND,NORTH DAKOTA,48.38027777,-102.8973611,48.38027777,-102.8973611,2270.8,PU,PU,Non-towered,
17469,D61,TOWNER MUNI,TOWNER,ND,NORTH DAKOTA,48.35947688,-100.3955251,48.35947688,-100.3955251,1484,PU,PU,Non-towered,
17475,BAC,BARNES COUNTY MUNI,VALLEY CITY,ND,NORTH DAKOTA,46.94119194,-98.01793111,46.94119194,-98.01793111,1401.7,PU,PU,Non-towered,
17484.1,BWP,HARRY STERN,WAHPETON,ND,NORTH DAKOTA,46.24429377,-96.60715594,46.24429377,-96.60715594,968.2,PU,PU,Non-towered,
17484.4,96D,WALHALLA MUNI,WALHALLA,ND,NORTH DAKOTA,48.94057319,-97.90277763,48.94057319,-97.90277763,953,PU,PU,Non-towered,
17486,5C8,WASHBURN MUNI,WASHBURN,ND,NORTH DAKOTA,47.35114888,-101.0258961,47.35114888,-101.0258961,1908,PU,PU,Non-towered,
17488.1,S25,WATFORD CITY MUNI,WATFORD CITY,ND,NORTH DAKOTA,47.79299916,-103.2493522,47.79299916,-103.2493522,2135.1,PU,PU,Non-towered,
17493,D64,WESTHOPE MUNI,WESTHOPE,ND,NORTH DAKOTA,48.91307638,-101.0337222,48.91307638,-101.0337222,1492,PU,PU,Non-towered,
17495.4,XWA,WILLISTON BASIN INTL,WILLISTON,ND,NORTH DAKOTA,48.25978361,-103.7505567,48.25978361,-103.7505567,2356,PU,PU,Non-towered,
17503,6L5,WISHEK MUNI,WISHEK,ND,NORTH DAKOTA,46.24962916,-99.53965833,46.24962916,-99.53965833,2042.7,PU,PU,Non-towered,
12591,ANW,AINSWORTH RGNL,AINSWORTH,NE,NEBRASKA,42.57922222,-99.99297222,42.57922222,-99.99297222,2588.7,PU,PU,Non-towered,
12594.1,BVN,ALBION MUNI,ALBION,NE,NEBRASKA,41.72857694,-98.05575972,41.72857694,-98.05575972,1806.2,PU,PU,Non-towered,
12597,AIA,ALLIANCE MUNI,ALLIANCE,NE,NEBRASKA,42.05322222,-102.80375,42.05322222,-102.80375,3930.6,PU,PU,Non-towered,
12598,4D9,ALMA MUNI,ALMA,NE,NEBRASKA,40.11247222,-99.34641666,40.11247222,-99.34641666,2072.8,PU,PU,Non-towered,
12608.01,37V,ARAPAHOE MUNI,ARAPAHOE,NE,NEBRASKA,40.34158333,-99.90780555,40.34158333,-99.90780555,2273,PU,PU,Non-towered,
12614.11,8V2,STUART-ATKINSON MUNI,ATKINSON,NE,NEBRASKA,42.56269888,-99.03881027,42.56269888,-99.03881027,2131,PU,PU,Non-towered,
12621,K01,FARINGTON FLD,AUBURN,NE,NEBRASKA,40.38666666,-95.788,40.38666666,-95.788,924.4,PU,PU,Non-towered,
12623.1,AUH,AURORA MUNI/AL POTTER FLD,AURORA,NE,NEBRASKA,40.89413888,-97.99455555,40.89413888,-97.99455555,1803.4,PU,PU,Non-towered,
12623.9,RBE,ROCK COUNTY,BASSETT,NE,NEBRASKA,42.57112577,-99.56952019,42.57112577,-99.56952019,2349.4,PU,PU,Non-towered,
12629,BIE,BEATRICE MUNI,BEATRICE,NE,NEBRASKA,40.30127777,-96.75411111,40.30127777,-96.75411111,1323.6,PU,PU,Non-towered,
12645.11,BTA,BLAIR EXEC,BLAIR,NE,NEBRASKA,41.41480555,-96.10897222,41.41480555,-96.10897222,1317.6,PU,PU,Non-towered,
12648,84Y,BLOOMFIELD MUNI,BLOOMFIELD,NE,NEBRASKA,42.57972444,-97.67367527,42.57972444,-97.67367527,1673,PU,PU,Non-towered,
12659,BBW,BROKEN BOW MUNI/KEITH GLAZE FLD,BROKEN BOW,NE,NEBRASKA,41.43644611,-99.64216444,41.43644611,-99.64216444,2546.3,PU,PU,Non-towered,
12668,BUB,CRAM FLD,BURWELL,NE,NEBRASKA,41.77757666,-99.15021166,41.77757666,-99.15021166,2183.3,PU,PU,Non-towered,
12669.9,CSB,CAMBRIDGE MUNI,CAMBRIDGE,NE,NEBRASKA,40.30658194,-100.1620722,40.30658194,-100.1620722,2414.2,PU,PU,Non-towered,
12671.2,07K,CENTRAL CITY MUNI/LARRY REINEKE FLD,CENTRAL CITY,NE,NEBRASKA,41.1115613,-98.05133561,41.1115613,-98.05133561,1716.7,PU,PU,Non-towered,
12674,CDR,CHADRON MUNI,CHADRON,NE,NEBRASKA,42.83755769,-103.0954019,42.83755769,-103.0954019,3297.8,PU,PU,Non-towered,
12677.1,CNP,BILLY G RAY FLD,CHAPPELL,NE,NEBRASKA,41.07747222,-102.4640556,41.07747222,-102.4640556,3681.7,PU,PU,Non-towered,
12681,OLU,COLUMBUS MUNI,COLUMBUS,NE,NEBRASKA,41.44872222,-97.34094444,41.44872222,-97.34094444,1447.3,PU,PU,Non-towered,
12684,CZD,COZAD MUNI,COZAD,NE,NEBRASKA,40.8695925,-100.0042514,40.8695925,-100.0042514,2503.2,PU,PU,Non-towered,
12693,6K3,CREIGHTON MUNI,CREIGHTON,NE,NEBRASKA,42.47127777,-97.88475,42.47127777,-97.88475,1653,PU,PU,Non-towered,
12694,CEK,CRETE MUNI,CRETE,NE,NEBRASKA,40.61837672,-96.92570869,40.61837672,-96.92570869,1499.5,PU,PU,Non-towered,
12697,47V,CURTIS MUNI,CURTIS,NE,NEBRASKA,40.63875,-100.4734167,40.63875,-100.4734167,2677.4,PU,PU,Non-towered,
12699,93Y,DAVID CITY MUNI,DAVID CITY,NE,NEBRASKA,41.23032972,-97.12253083,41.23032972,-97.12253083,1617.7,PU,PU,Non-towered,
12704,FBY,FAIRBURY MUNI,FAIRBURY,NE,NEBRASKA,40.18197222,-97.16788888,40.18197222,-97.16788888,1478.6,PU,PU,Non-towered,
12705,FMZ,FAIRMONT STATE,FAIRMONT,NE,NEBRASKA,40.58609758,-97.57313655,40.58609758,-97.57313655,1636.4,PU,PU,Non-towered,
12707.1,FNB,BRENNER FLD,FALLS CITY,NE,NEBRASKA,40.07877777,-95.592,40.07877777,-95.592,984,PU,PU,Non-towered,
12716,FET,FREMONT MUNI,FREMONT,NE,NEBRASKA,41.44994444,-96.52119444,41.44994444,-96.52119444,1204,PU,PU,Non-towered,
12736,GRN,GORDON MUNI,GORDON,NE,NEBRASKA,42.80597805,-102.1752511,42.80597805,-102.1752511,3562.1,PU,PU,Non-towered,
12741,GTE,GOTHENBURG MUNI,GOTHENBURG,NE,NEBRASKA,40.92548333,-100.1465694,40.92548333,-100.1465694,2558.8,PU,PU,Non-towered,
12743,GRI,CENTRAL NEBRASKA RGNL,GRAND ISLAND,NE,NEBRASKA,40.9675425,-98.30963888,40.9675425,-98.30963888,1847.1,PU,PU,Towered,
12748,GGF,GRANT MUNI,GRANT,NE,NEBRASKA,40.87066336,-101.7338794,40.87066336,-101.7338794,3424.6,PU,PU,Non-towered,
12752.4,0B4,HARTINGTON MUNI/BUD BECKER FLD,HARTINGTON,NE,NEBRASKA,42.60308333,-97.2535,42.60308333,-97.2535,1388.1,PU,PU,Non-towered,
12753,08K,HARVARD STATE,HARVARD,NE,NEBRASKA,40.65133333,-98.07988888,40.65133333,-98.07988888,1814.5,PU,PU,Non-towered,
12755,HSI,HASTINGS MUNI,HASTINGS,NE,NEBRASKA,40.60525,-98.42788888,40.60525,-98.42788888,1961.2,PU,PU,Non-towered,
12761,HJH,HEBRON MUNI,HEBRON,NE,NEBRASKA,40.15194444,-97.58452777,40.15194444,-97.58452777,1468.2,PU,PU,Non-towered,
12766,HDE,BREWSTER FLD,HOLDREGE,NE,NEBRASKA,40.4518075,-99.33602777,40.4518075,-99.33602777,2313.7,PU,PU,Non-towered,
12774.4,1V2,GRANT COUNTY,HYANNIS,NE,NEBRASKA,42.00999444,-101.7700639,42.00999444,-101.7700639,3737,PU,PU,Non-towered,
12776,IML,IMPERIAL MUNI,IMPERIAL,NE,NEBRASKA,40.51032622,-101.620146,40.51032622,-101.620146,3276,PU,PU,Non-towered,
12783,EAR,KEARNEY RGNL,KEARNEY,NE,NEBRASKA,40.72704055,-99.00677,40.72704055,-99.00677,2131.8,PU,PU,Non-towered,
12785.2,IBM,KIMBALL MUNI/ROBERT E ARRAJ FLD,KIMBALL,NE,NEBRASKA,41.18805555,-103.6773889,41.18805555,-103.6773889,4925.5,PU,PU,Non-towered,
12790,LXN,JIM KELLY FLD,LEXINGTON,NE,NEBRASKA,40.79042361,-99.77591416,40.79042361,-99.77591416,2412.6,PU,PU,Non-towered,
12794,LNK,LINCOLN,LINCOLN,NE,NEBRASKA,40.85089138,-96.75912111,40.85089138,-96.75912111,1218.7,PU,PU,Towered,
12805.22,0F4,LOUP CITY MUNI,LOUP CITY,NE,NEBRASKA,41.28636111,-98.99002777,41.28636111,-98.99002777,2072.6,PU,PU,Non-towered,
12808,MCK,MC COOK BEN NELSON RGNL,MC COOK,NE,NEBRASKA,40.20629222,-100.5920939,40.20629222,-100.5920939,2582.9,PU,PU,Non-towered,
12817,0V3,PIONEER VILLAGE FLD,MINDEN,NE,NEBRASKA,40.51491666,-98.94563888,40.51491666,-98.94563888,2160.4,PU,PU,Non-towered,
12824.11,AFK,NEBRASKA CITY MUNI,NEBRASKA CITY,NE,NEBRASKA,40.60652777,-95.86666666,40.60652777,-95.86666666,1165,PU,PU,Non-towered,
12826,4V9,ANTELOPE COUNTY,NELIGH,NE,NEBRASKA,42.11225,-98.03977777,42.11225,-98.03977777,1773.7,PU,PU,Non-towered,
12836,OFK,NORFOLK RGNL/KARL STEFAN MEML FLD,NORFOLK,NE,NEBRASKA,41.98546027,-97.43511388,41.98546027,-97.43511388,1572.6,PU,PU,Non-towered,
12842,LBF,NORTH PLATTE RGNL/LEE BIRD FLD,NORTH PLATTE,NE,NEBRASKA,41.12621277,-100.6836531,41.12621277,-100.6836531,2777,PU,PU,Non-towered,
12856,ONL,THE O'NEILL MUNI-JOHN L BAKER FLD,O'NEILL,NE,NEBRASKA,42.46936111,-98.68777777,42.46936111,-98.68777777,2033.7,PU,PU,Non-towered,
12848,OGA,SEARLE FLD,OGALLALA,NE,NEBRASKA,41.11947222,-101.7696944,41.11947222,-101.7696944,3279.3,PU,PU,Non-towered,
12854,OMA,EPPLEY AIRFIELD,OMAHA,NE,NEBRASKA,41.30316666,-95.89405555,41.30316666,-95.89405555,984.5,PU,PU,Towered,
12855.14,MLE,MILLARD,OMAHA,NE,NEBRASKA,41.19598611,-96.11226472,41.19598611,-96.11226472,1050.7,PU,PU,Non-towered,
12861,ODX,EVELYN SHARP FLD,ORD,NE,NEBRASKA,41.62369444,-98.95186111,41.62369444,-98.95186111,2070,PU,PU,Non-towered,
12865,OKS,GARDEN COUNTY/KING RHILEY FLD,OSHKOSH,NE,NEBRASKA,41.40191108,-102.3563516,41.40191108,-102.3563516,3394.1,PU,PU,Non-towered,
12878.1,0C4,PENDER MUNI,PENDER,NE,NEBRASKA,42.11341811,-96.72781338,42.11341811,-96.72781338,1345.4,PU,PU,Non-towered,
12889.2,PMV,PLATTSMOUTH MUNI/DOUGLAS V DUEY FLD,PLATTSMOUTH,NE,NEBRASKA,40.94836944,-95.91735416,40.94836944,-95.91735416,1204.4,PU,PU,Non-towered,
12895.1,7V7,RED CLOUD MUNI,RED CLOUD,NE,NEBRASKA,40.08216666,-98.54136111,40.08216666,-98.54136111,1744.4,PU,PU,Non-towered,
12902,9V5,MODISETT,RUSHVILLE,NE,NEBRASKA,42.73657547,-102.4443601,42.73657547,-102.4443601,3751.3,PU,PU,Non-towered,
12911,09K,SARGENT MUNI,SARGENT,NE,NEBRASKA,41.63491666,-99.34213888,41.63491666,-99.34213888,2313,PU,PU,Non-towered,
12915,BFF,SCOTTSBLUFF/WESTERN NEBRASKA RGNL/WM  B HEILIG FLD,SCOTTSBLUFF,NE,NEBRASKA,41.87402777,-103.5956389,41.87402777,-103.5956389,3967.3,PU,PU,Non-towered,
12917,SCB,SCRIBNER STATE,SCRIBNER,NE,NEBRASKA,41.61070763,-96.62977875,41.61070763,-96.62977875,1324.9,PU,PU,Non-towered,
12920.12,SWT,SEWARD MUNI,SEWARD,NE,NEBRASKA,40.86472222,-97.10922222,40.86472222,-97.10922222,1505.5,PU,PU,Non-towered,
12927,SNY,SIDNEY MUNI/LLOYD W CARR FLD,SIDNEY,NE,NEBRASKA,41.09976083,-102.9849931,41.09976083,-102.9849931,4314.2,PU,PU,Non-towered,
12940,12K,SUPERIOR MUNI,SUPERIOR,NE,NEBRASKA,40.04619986,-98.06125544,40.04619986,-98.06125544,1691.5,PU,PU,Non-towered,
12944.01,0G3,TECUMSEH MUNI,TECUMSEH,NE,NEBRASKA,40.40094444,-96.17044444,40.40094444,-96.17044444,1306.1,PU,PU,Non-towered,
12946.1,TQE,TEKAMAH MUNI,TEKAMAH,NE,NEBRASKA,41.76353705,-96.177939,41.76353705,-96.177939,1026.8,PU,PU,Non-towered,
12951.11,TIF,THOMAS COUNTY,THEDFORD,NE,NEBRASKA,41.96270027,-100.5702944,41.96270027,-100.5702944,2925.4,PU,PU,Non-towered,
12960,VTN,MILLER FLD,VALENTINE,NE,NEBRASKA,42.85669638,-100.5489642,42.85669638,-100.5489642,2595.4,PU,PU,Non-towered,
12964,AHQ,WAHOO MUNI,WAHOO,NE,NEBRASKA,41.24060527,-96.59454861,41.24060527,-96.59454861,1225.6,PU,PU,Non-towered,
12966,64V,WALLACE MUNI,WALLACE,NE,NEBRASKA,40.83222444,-101.1640447,40.83222444,-101.1640447,3101,PU,PU,Non-towered,
12974,LCG,WAYNE MUNI/STAN MORRIS FLD,WAYNE,NE,NEBRASKA,42.24160575,-96.982271,42.24160575,-96.982271,1431.7,PU,PU,Non-towered,
12993.01,JYR,YORK MUNI,YORK,NE,NEBRASKA,40.89641638,-97.62407244,40.89641638,-97.62407244,1669.7,PU,PU,Non-towered,
13201,BML,BERLIN RGNL,BERLIN,NH,NEW HAMPSHIRE,44.57536111,-71.17591666,44.57536111,-71.17591666,1161.3,PU,PU,Non-towered,
13210,2N2,NEWFOUND VALLEY,BRISTOL,NH,NEW HAMPSHIRE,43.59201805,-71.75146805,43.59201805,-71.75146805,510,PR,PU,Non-towered,
13218,CNH,CLAREMONT MUNI,CLAREMONT,NH,NEW HAMPSHIRE,43.37050444,-72.36820694,43.37050444,-72.36820694,543.3,PU,PU,Non-towered,
13224,CON,CONCORD MUNI,CONCORD,NH,NEW HAMPSHIRE,43.20272222,-71.50227777,43.20272222,-71.50227777,341.7,PU,PU,Non-towered,
13241,ERR,ERROL,ERROL,NH,NEW HAMPSHIRE,44.79216666,-71.16452525,44.79216666,-71.16452525,1248,PR,PU,Non-towered,
13281,5B9,DEAN MEML,HAVERHILL,NH,NEW HAMPSHIRE,44.08017283,-72.00775991,44.08017283,-72.00775991,581.7,PU,PU,Non-towered,
13287,8B1,HAWTHORNE-FEATHER AIRPARK,HILLSBORO,NH,NEW HAMPSHIRE,43.06127777,-71.90536111,43.06127777,-71.90536111,600,PR,PU,Non-towered,
13306,EEN,DILLANT/HOPKINS,KEENE,NH,NEW HAMPSHIRE,42.89838888,-72.27077777,42.89838888,-72.27077777,488,PU,PU,Non-towered,
13312,LCI,LACONIA MUNI,LACONIA,NH,NEW HAMPSHIRE,43.57304166,-71.41784166,43.57304166,-71.41784166,545.4,PU,PU,Non-towered,
13317,LEB,LEBANON MUNI,LEBANON,NH,NEW HAMPSHIRE,43.62611111,-72.30419444,43.62611111,-72.30419444,603.3,PU,PU,Towered,
13332,MHT,MANCHESTER BOSTON RGNL,MANCHESTER,NH,NEW HAMPSHIRE,42.93280555,-71.43575,42.93280555,-71.43575,266.4,PU,PU,Towered,
13345.01,4MB,MOULTONBOROUGH,MOULTONBOROUGH,NH,NEW HAMPSHIRE,43.76745702,-71.38762616,43.76745702,-71.38762616,576,PR,PU,Non-towered,
13350,ASH,BOIRE FLD,NASHUA,NH,NEW HAMPSHIRE,42.78241388,-71.51409444,42.78241388,-71.51409444,200.4,PU,PU,Towered,
13353,2B3,PARLIN FLD,NEWPORT,NH,NEW HAMPSHIRE,43.38713527,-72.18761416,43.38713527,-72.18761416,783.9,PU,PU,Non-towered,
13386,PSM,PORTSMOUTH INTL AT PEASE,PORTSMOUTH,NH,NEW HAMPSHIRE,43.07794444,-70.82327777,43.07794444,-70.82327777,100.4,PU,PU,Towered,
13395,DAW,SKYHAVEN,ROCHESTER,NH,NEW HAMPSHIRE,43.28423483,-70.9295495,43.28423483,-70.9295495,322.1,PU,PU,Non-towered,
13434.1,8B2,TWIN MOUNTAIN,TWIN MOUNTAIN,NH,NEW HAMPSHIRE,44.26406408,-71.54674869,44.26406408,-71.54674869,1459,PR,PU,Non-towered,
13452,HIE,MOUNT WASHINGTON RGNL,WHITEFIELD,NH,NEW HAMPSHIRE,44.36755555,-71.54580555,44.36755555,-71.54580555,1072,PU,PU,Non-towered,
13478.1,12N,AEROFLEX/ANDOVER,ANDOVER,NJ,NEW JERSEY,41.00861972,-74.73803388,41.00861972,-74.73803388,582.7,PU,PU,Non-towered,
13487,ACY,ATLANTIC CITY INTL,ATLANTIC CITY,NJ,NEW JERSEY,39.45757583,-74.57715527,39.45757583,-74.57715527,74.8,PU,PU,Towered,
13524,BLM,MONMOUTH EXEC,BELMAR/FARMINGDALE,NJ,NEW JERSEY,40.18677777,-74.12455555,40.18677777,-74.12455555,153.4,PR,PU,Non-towered,
13536,19N,PINE VALLEY,BERLIN,NJ,NEW JERSEY,39.77844444,-74.94780555,39.77844444,-74.94780555,150,PR,PU,Non-towered,
13543,1N7,BLAIRSTOWN,BLAIRSTOWN,NJ,NEW JERSEY,40.97113313,-74.99750405,40.97113313,-74.99750405,371.5,PR,PU,Non-towered,
13578,CDW,ESSEX COUNTY,CALDWELL,NJ,NEW JERSEY,40.87522472,-74.28135027,40.87522472,-74.28135027,172.3,PU,PU,Towered,
13640.1,17N,CROSS KEYS,CROSS KEYS,NJ,NEW JERSEY,39.70547583,-75.03300305,39.70547583,-75.03300305,162,PR,PU,Non-towered,
13782,N05,HACKETTSTOWN,HACKETTSTOWN,NJ,NEW JERSEY,40.82009916,-74.85516722,40.82009916,-74.85516722,670,PR,PU,Non-towered,
13796.2,N81,HAMMONTON MUNI,HAMMONTON,NJ,NEW JERSEY,39.66747222,-74.75772222,39.66747222,-74.75772222,64.6,PU,PU,Non-towered,
13890,N12,LAKEWOOD,LAKEWOOD,NJ,NEW JERSEY,40.06688888,-74.17755555,40.06688888,-74.17755555,41.9,PU,PU,Non-towered,
13911,N07,LINCOLN PARK,LINCOLN PARK,NJ,NEW JERSEY,40.94762805,-74.31451111,40.94762805,-74.31451111,181,PR,PU,Non-towered,
13914,LDJ,LINDEN,LINDEN,NJ,NEW JERSEY,40.61744944,-74.24459416,40.61744944,-74.24459416,22,PU,PU,Non-towered,
13925,N14,FLYING W,LUMBERTON,NJ,NEW JERSEY,39.93427777,-74.80722222,39.93427777,-74.80722222,49.3,PR,PU,Non-towered,
13966,47N,CENTRAL JERSEY RGNL,MANVILLE,NJ,NEW JERSEY,40.52444444,-74.59830555,40.52444444,-74.59830555,85.9,PR,PU,Non-towered,
14010,MIV,MILLVILLE MUNI,MILLVILLE,NJ,NEW JERSEY,39.36780555,-75.07222222,39.36780555,-75.07222222,84.6,PU,PU,Non-towered,
14031,MMU,MORRISTOWN MUNI,MORRISTOWN,NJ,NEW JERSEY,40.79933833,-74.41488861,40.79933833,-74.41488861,186.6,PU,PU,Towered,
14037.1,VAY,SOUTH JERSEY RGNL,MOUNT HOLLY,NJ,NEW JERSEY,39.94288888,-74.84575,39.94288888,-74.84575,52.8,PU,PU,Non-towered,
14052,EWR,NEWARK LIBERTY INTL,NEWARK,NJ,NEW JERSEY,40.69248055,-74.16868777,40.69248055,-74.16868777,17.5,PU,PU,Towered,1
14109,26N,OCEAN CITY MUNI,OCEAN CITY,NJ,NEW JERSEY,39.26347916,-74.60747638,39.26347916,-74.60747638,5.7,PU,PU,Non-towered,
14125,3N6,OLD BRIDGE,OLD BRIDGE,NJ,NEW JERSEY,40.32988666,-74.34678694,40.32988666,-74.34678694,87,PR,PU,Non-towered,
14189,N85,ALEXANDRIA,PITTSTOWN,NJ,NEW JERSEY,40.58757388,-75.01942055,40.58757388,-75.01942055,480,PR,PU,Non-towered,
14190,N40,SKY MANOR,PITTSTOWN,NJ,NEW JERSEY,40.56588222,-74.97930805,40.56588222,-74.97930805,560,PR,PU,Non-towered,
14215,39N,PRINCETON,PRINCETON/ROCKY HILL,NJ,NEW JERSEY,40.39908888,-74.65900638,40.39908888,-74.65900638,128.2,PR,PU,Non-towered,
14261,N87,TRENTON-ROBBINSVILLE,ROBBINSVILLE,NJ,NEW JERSEY,40.21394444,-74.60177777,40.21394444,-74.60177777,118,PR,PU,Non-towered,
14311,SMQ,SOMERSET,SOMERVILLE,NJ,NEW JERSEY,40.62598063,-74.67003161,40.62598063,-74.67003161,106.2,PR,PU,Non-towered,
14344,FWN,SUSSEX,SUSSEX,NJ,NEW JERSEY,41.20021388,-74.62303527,41.20021388,-74.62303527,421.6,PR,PU,Non-towered,
14349,TEB,TETERBORO,TETERBORO,NJ,NEW JERSEY,40.85010194,-74.06083333,40.85010194,-74.06083333,8.3,PU,PU,Towered,
14353.1,MJX,OCEAN COUNTY,TOMS RIVER,NJ,NEW JERSEY,39.92604166,-74.29553472,39.92604166,-74.29553472,86,PU,PU,Non-towered,
14366,TTN,TRENTON MERCER,TRENTON,NJ,NEW JERSEY,40.27669444,-74.81347222,40.27669444,-74.81347222,212.6,PU,PU,Towered,
14447,31E,EAGLES NEST,WEST CREEK,NJ,NEW JERSEY,39.66545416,-74.30804444,39.66545416,-74.30804444,38.6,PR,PU,Non-towered,
14448,4N1,GREENWOOD LAKE,WEST MILFORD,NJ,NEW JERSEY,41.12838888,-74.34652777,41.12838888,-74.34652777,789.6,PU,PU,Non-towered,
14460,WWD,CAPE MAY COUNTY,WILDWOOD,NJ,NEW JERSEY,39.00836944,-74.90850888,39.00836944,-74.90850888,21.7,PU,PU,Non-towered,
14466,OBI,WOODBINE MUNI,WOODBINE,NJ,NEW JERSEY,39.21913888,-74.79475,39.21913888,-74.79475,41,PU,PU,Non-towered,
14524,ALM,ALAMOGORDO-WHITE SANDS RGNL,ALAMOGORDO,NM,NEW MEXICO,32.83941666,-105.9911389,32.83941666,-105.9911389,4199.9,PU,PU,Non-towered,
14524.02,E02,TIMBERON,ALAMOGORDO,NM,NEW MEXICO,32.63406944,-105.68745,32.63406944,-105.68745,6963,PU,PU,Non-towered,
14532,ABQ,ALBUQUERQUE INTL SUNPORT,ALBUQUERQUE,NM,NEW MEXICO,35.03893155,-106.6082622,35.03893155,-106.6082622,5354.9,PU,PU,Towered,
14528.1,AEG,DOUBLE EAGLE II,ALBUQUERQUE,NM,NEW MEXICO,35.14490944,-106.7951739,35.14490944,-106.7951739,5837.4,PU,PU,Towered,
14534,AXX,ANGEL FIRE,ANGEL FIRE,NM,NEW MEXICO,36.42200027,-105.289905,36.42200027,-105.289905,8379.5,PU,PU,Non-towered,
14542,ATS,ARTESIA MUNI,ARTESIA,NM,NEW MEXICO,32.85194444,-104.4675833,32.85194444,-104.4675833,3544.5,PU,PU,Non-towered,
14544,N19,AZTEC MUNI,AZTEC,NM,NEW MEXICO,36.83694927,-108.0286564,36.83694927,-108.0286564,5882,PU,PU,Non-towered,
14546.1,BRG,BELEN RGNL,BELEN,NM,NEW MEXICO,34.64586163,-106.8363401,34.64586163,-106.8363401,5199.5,PU,PU,Non-towered,
14559,CNM,CAVERN CITY AIR TRML,CARLSBAD,NM,NEW MEXICO,32.33744444,-104.2633611,32.33744444,-104.2633611,3294.6,PU,PU,Non-towered,
14563.1,F37,CARRIZOZO MUNI,CARRIZOZO,NM,NEW MEXICO,33.64890277,-105.89622,33.64890277,-105.89622,5372.9,PU,PU,Non-towered,
14568,C12,CIMARRON,CIMARRON,NM,NEW MEXICO,36.51270833,-104.9247083,36.51270833,-104.9247083,6460,PU,PU,Non-towered,
14571,CAO,CLAYTON MUNI AIRPARK,CLAYTON,NM,NEW MEXICO,36.44629111,-103.1499319,36.44629111,-103.1499319,4969.8,PU,PU,Non-towered,
14578,CVN,CLOVIS RGNL,CLOVIS,NM,NEW MEXICO,34.42659025,-103.07758,34.42659025,-103.07758,4215.8,PU,PU,Non-towered,
14583,E89,CONCHAS LAKE,CONCHAS DAM,NM,NEW MEXICO,35.36783888,-104.1805083,35.36783888,-104.1805083,4232.3,PU,PU,Non-towered,
14585.01,0.00E+00,CROWNPOINT,CROWNPOINT,NM,NEW MEXICO,35.71765888,-108.2015961,35.71765888,-108.2015961,6696,PU,PU,Non-towered,
